Categoría: Cristianismo

Día,Geo: Italia
2019-12-30,29
2019-12-31,29
2020-01-01,55
2020-01-02,46
2020-01-03,39
2020-01-04,39
2020-01-05,43
2020-01-06,40
2020-01-07,32
2020-01-08,34
2020-01-09,32
2020-01-10,36
2020-01-11,39
2020-01-12,42
2020-01-13,39
2020-01-14,38
2020-01-15,35
2020-01-16,33
2020-01-17,34
2020-01-18,42
2020-01-19,39
2020-01-20,33
2020-01-21,33
2020-01-22,38
2020-01-23,29
2020-01-24,34
2020-01-25,40
2020-01-26,39
2020-01-27,32
2020-01-28,31
2020-01-29,31
2020-01-30,30
2020-01-31,33
2020-02-01,37
2020-02-02,41
2020-02-03,39
2020-02-04,32
2020-02-05,32
2020-02-06,31
2020-02-07,31
2020-02-08,35
2020-02-09,35
2020-02-10,33
2020-02-11,35
2020-02-12,31
2020-02-13,32
2020-02-14,31
2020-02-15,33
2020-02-16,38
2020-02-17,34
2020-02-18,31
2020-02-19,31
2020-02-20,32
2020-02-21,30
2020-02-22,32
2020-02-23,37
2020-02-24,31
2020-02-25,30
2020-02-26,35
2020-02-27,33
2020-02-28,31
2020-02-29,35
2020-03-01,49
2020-03-02,35
2020-03-03,33
2020-03-04,36
2020-03-05,30
2020-03-06,31
2020-03-07,35
2020-03-08,41
2020-03-09,36
2020-03-10,34
2020-03-11,36
2020-03-12,34
2020-03-13,36
2020-03-14,42
2020-03-15,54
2020-03-16,38
2020-03-17,38
2020-03-18,45
2020-03-19,42
2020-03-20,40
2020-03-21,45
2020-03-22,65
2020-03-23,41
2020-03-24,40
2020-03-25,46
2020-03-26,48
2020-03-27,85
2020-03-28,59
2020-03-29,59
2020-03-30,42
2020-03-31,42
2020-04-01,44
2020-04-02,47
2020-04-03,44
2020-04-04,51
2020-04-05,100
2020-04-06,45
2020-04-07,43
