Categoría: Budismo

Día,Geo: Francia
2019-12-30,83
2019-12-31,74
2020-01-01,84
2020-01-02,82
2020-01-03,79
2020-01-04,100
2020-01-05,86
2020-01-06,72
2020-01-07,72
2020-01-08,75
2020-01-09,74
2020-01-10,75
2020-01-11,82
2020-01-12,76
2020-01-13,74
2020-01-14,70
2020-01-15,69
2020-01-16,69
2020-01-17,78
2020-01-18,80
2020-01-19,82
2020-01-20,69
2020-01-21,81
2020-01-22,73
2020-01-23,67
2020-01-24,72
2020-01-25,81
2020-01-26,86
2020-01-27,71
2020-01-28,76
2020-01-29,72
2020-01-30,79
2020-01-31,72
2020-02-01,77
2020-02-02,87
2020-02-03,69
2020-02-04,77
2020-02-05,73
2020-02-06,94
2020-02-07,80
2020-02-08,73
2020-02-09,84
2020-02-10,77
2020-02-11,82
2020-02-12,72
2020-02-13,77
2020-02-14,73
2020-02-15,83
2020-02-16,78
2020-02-17,79
2020-02-18,71
2020-02-19,68
2020-02-20,73
2020-02-21,79
2020-02-22,81
2020-02-23,81
2020-02-24,73
2020-02-25,73
2020-02-26,69
2020-02-27,71
2020-02-28,69
2020-02-29,89
2020-03-01,75
2020-03-02,73
2020-03-03,71
2020-03-04,72
2020-03-05,72
2020-03-06,75
2020-03-07,76
2020-03-08,85
2020-03-09,78
2020-03-10,66
2020-03-11,61
2020-03-12,66
2020-03-13,60
2020-03-14,72
2020-03-15,63
2020-03-16,62
2020-03-17,63
2020-03-18,67
2020-03-19,69
2020-03-20,79
2020-03-21,82
2020-03-22,85
2020-03-23,73
2020-03-24,72
2020-03-25,74
2020-03-26,73
2020-03-27,71
2020-03-28,72
2020-03-29,85
2020-03-30,74
2020-03-31,74
2020-04-01,69
2020-04-02,71
2020-04-03,70
2020-04-04,87
2020-04-05,78
2020-04-06,73
2020-04-07,69
