Categoría: Budismo

Día,Geo: Portugal
2019-12-30,46
2019-12-31,47
2020-01-01,57
2020-01-02,44
2020-01-03,57
2020-01-04,80
2020-01-05,75
2020-01-06,53
2020-01-07,51
2020-01-08,55
2020-01-09,51
2020-01-10,50
2020-01-11,57
2020-01-12,60
2020-01-13,67
2020-01-14,57
2020-01-15,74
2020-01-16,75
2020-01-17,45
2020-01-18,68
2020-01-19,52
2020-01-20,52
2020-01-21,67
2020-01-22,57
2020-01-23,34
2020-01-24,82
2020-01-25,58
2020-01-26,58
2020-01-27,57
2020-01-28,31
2020-01-29,58
2020-01-30,56
2020-01-31,53
2020-02-01,69
2020-02-02,52
2020-02-03,33
2020-02-04,43
2020-02-05,50
2020-02-06,65
2020-02-07,64
2020-02-08,50
2020-02-09,60
2020-02-10,53
2020-02-11,45
2020-02-12,50
2020-02-13,42
2020-02-14,66
2020-02-15,63
2020-02-16,75
2020-02-17,50
2020-02-18,46
2020-02-19,61
2020-02-20,66
2020-02-21,39
2020-02-22,64
2020-02-23,54
2020-02-24,44
2020-02-25,100
2020-02-26,70
2020-02-27,47
2020-02-28,46
2020-02-29,51
2020-03-01,69
2020-03-02,58
2020-03-03,48
2020-03-04,36
2020-03-05,55
2020-03-06,50
2020-03-07,63
2020-03-08,73
2020-03-09,53
2020-03-10,55
2020-03-11,40
2020-03-12,31
2020-03-13,30
2020-03-14,43
2020-03-15,34
2020-03-16,38
2020-03-17,30
2020-03-18,37
2020-03-19,46
2020-03-20,60
2020-03-21,64
2020-03-22,50
2020-03-23,48
2020-03-24,52
2020-03-25,46
2020-03-26,52
2020-03-27,48
2020-03-28,57
2020-03-29,46
2020-03-30,54
2020-03-31,39
2020-04-01,46
2020-04-02,34
2020-04-03,44
2020-04-04,53
2020-04-05,55
2020-04-06,45
2020-04-07,44
