Categoría: Judaísmo

Día,Geo: España
2019-12-30,51
2019-12-31,48
2020-01-01,61
2020-01-02,54
2020-01-03,49
2020-01-04,55
2020-01-05,74
2020-01-06,54
2020-01-07,46
2020-01-08,48
2020-01-09,47
2020-01-10,51
2020-01-11,53
2020-01-12,57
2020-01-13,57
2020-01-14,53
2020-01-15,47
2020-01-16,52
2020-01-17,55
2020-01-18,60
2020-01-19,66
2020-01-20,48
2020-01-21,53
2020-01-22,55
2020-01-23,52
2020-01-24,66
2020-01-25,62
2020-01-26,69
2020-01-27,86
2020-01-28,69
2020-01-29,57
2020-01-30,54
2020-01-31,55
2020-02-01,58
2020-02-02,58
2020-02-03,53
2020-02-04,49
2020-02-05,53
2020-02-06,54
2020-02-07,55
2020-02-08,60
2020-02-09,62
2020-02-10,53
2020-02-11,51
2020-02-12,47
2020-02-13,51
2020-02-14,46
2020-02-15,51
2020-02-16,61
2020-02-17,56
2020-02-18,57
2020-02-19,55
2020-02-20,51
2020-02-21,50
2020-02-22,57
2020-02-23,57
2020-02-24,57
2020-02-25,54
2020-02-26,51
2020-02-27,54
2020-02-28,50
2020-02-29,59
2020-03-01,54
2020-03-02,48
2020-03-03,52
2020-03-04,51
2020-03-05,55
2020-03-06,45
2020-03-07,53
2020-03-08,54
2020-03-09,51
2020-03-10,49
2020-03-11,48
2020-03-12,45
2020-03-13,46
2020-03-14,48
2020-03-15,53
2020-03-16,45
2020-03-17,47
2020-03-18,51
2020-03-19,49
2020-03-20,56
2020-03-21,60
2020-03-22,58
2020-03-23,55
2020-03-24,55
2020-03-25,55
2020-03-26,60
2020-03-27,69
2020-03-28,69
2020-03-29,74
2020-03-30,69
2020-03-31,76
2020-04-01,84
2020-04-02,85
2020-04-03,80
2020-04-04,82
2020-04-05,100
2020-04-06,85
2020-04-07,92
