Categoría: Judaísmo

Día,Geo: Alemania
2019-12-30,59
2019-12-31,49
2020-01-01,67
2020-01-02,56
2020-01-03,54
2020-01-04,56
2020-01-05,64
2020-01-06,61
2020-01-07,54
2020-01-08,57
2020-01-09,52
2020-01-10,54
2020-01-11,55
2020-01-12,67
2020-01-13,51
2020-01-14,52
2020-01-15,58
2020-01-16,52
2020-01-17,53
2020-01-18,55
2020-01-19,58
2020-01-20,54
2020-01-21,54
2020-01-22,52
2020-01-23,63
2020-01-24,62
2020-01-25,61
2020-01-26,95
2020-01-27,85
2020-01-28,82
2020-01-29,70
2020-01-30,58
2020-01-31,59
2020-02-01,67
2020-02-02,62
2020-02-03,56
2020-02-04,55
2020-02-05,52
2020-02-06,51
2020-02-07,51
2020-02-08,61
2020-02-09,57
2020-02-10,57
2020-02-11,55
2020-02-12,57
2020-02-13,51
2020-02-14,53
2020-02-15,61
2020-02-16,64
2020-02-17,54
2020-02-18,53
2020-02-19,53
2020-02-20,52
2020-02-21,58
2020-02-22,60
2020-02-23,71
2020-02-24,55
2020-02-25,52
2020-02-26,56
2020-02-27,48
2020-02-28,56
2020-02-29,54
2020-03-01,69
2020-03-02,51
2020-03-03,54
2020-03-04,61
2020-03-05,57
2020-03-06,57
2020-03-07,56
2020-03-08,66
2020-03-09,58
2020-03-10,56
2020-03-11,51
2020-03-12,49
2020-03-13,50
2020-03-14,51
2020-03-15,58
2020-03-16,43
2020-03-17,50
2020-03-18,52
2020-03-19,52
2020-03-20,52
2020-03-21,61
2020-03-22,68
2020-03-23,57
2020-03-24,50
2020-03-25,58
2020-03-26,68
2020-03-27,77
2020-03-28,74
2020-03-29,97
2020-03-30,73
2020-03-31,67
2020-04-01,63
2020-04-02,67
2020-04-03,71
2020-04-04,71
2020-04-05,100
2020-04-06,62
2020-04-07,60
