Categoría: Tradiciones paganas y esotéricas

Día,Geo: Francia
2019-12-30,63
2019-12-31,69
2020-01-01,88
2020-01-02,68
2020-01-03,67
2020-01-04,78
2020-01-05,72
2020-01-06,72
2020-01-07,65
2020-01-08,68
2020-01-09,65
2020-01-10,64
2020-01-11,66
2020-01-12,71
2020-01-13,71
2020-01-14,62
2020-01-15,61
2020-01-16,65
2020-01-17,63
2020-01-18,69
2020-01-19,71
2020-01-20,62
2020-01-21,63
2020-01-22,68
2020-01-23,64
2020-01-24,65
2020-01-25,71
2020-01-26,78
2020-01-27,69
2020-01-28,64
2020-01-29,69
2020-01-30,64
2020-01-31,68
2020-02-01,76
2020-02-02,100
2020-02-03,70
2020-02-04,70
2020-02-05,65
2020-02-06,65
2020-02-07,62
2020-02-08,69
2020-02-09,71
2020-02-10,66
2020-02-11,64
2020-02-12,69
2020-02-13,68
2020-02-14,67
2020-02-15,70
2020-02-16,71
2020-02-17,63
2020-02-18,61
2020-02-19,60
2020-02-20,64
2020-02-21,65
2020-02-22,65
2020-02-23,70
2020-02-24,62
2020-02-25,62
2020-02-26,63
2020-02-27,64
2020-02-28,62
2020-02-29,66
2020-03-01,74
2020-03-02,63
2020-03-03,66
2020-03-04,65
2020-03-05,61
2020-03-06,63
2020-03-07,66
2020-03-08,72
2020-03-09,66
2020-03-10,63
2020-03-11,65
2020-03-12,53
2020-03-13,58
2020-03-14,67
2020-03-15,59
2020-03-16,64
2020-03-17,58
2020-03-18,61
2020-03-19,61
2020-03-20,72
2020-03-21,75
2020-03-22,70
2020-03-23,72
2020-03-24,75
2020-03-25,67
2020-03-26,67
2020-03-27,78
2020-03-28,70
2020-03-29,69
2020-03-30,72
2020-03-31,73
2020-04-01,67
2020-04-02,74
2020-04-03,74
2020-04-04,69
2020-04-05,69
2020-04-06,68
2020-04-07,72
