Categoría: Islam

Día,Geo: Reino Unido
2019-12-30,61
2019-12-31,62
2020-01-01,68
2020-01-02,59
2020-01-03,74
2020-01-04,67
2020-01-05,70
2020-01-06,63
2020-01-07,61
2020-01-08,61
2020-01-09,59
2020-01-10,68
2020-01-11,63
2020-01-12,67
2020-01-13,57
2020-01-14,60
2020-01-15,55
2020-01-16,63
2020-01-17,72
2020-01-18,60
2020-01-19,64
2020-01-20,59
2020-01-21,57
2020-01-22,58
2020-01-23,58
2020-01-24,63
2020-01-25,65
2020-01-26,59
2020-01-27,51
2020-01-28,55
2020-01-29,58
2020-01-30,60
2020-01-31,61
2020-02-01,61
2020-02-02,65
2020-02-03,56
2020-02-04,55
2020-02-05,54
2020-02-06,60
2020-02-07,66
2020-02-08,61
2020-02-09,66
2020-02-10,53
2020-02-11,56
2020-02-12,49
2020-02-13,56
2020-02-14,61
2020-02-15,68
2020-02-16,62
2020-02-17,55
2020-02-18,55
2020-02-19,56
2020-02-20,59
2020-02-21,71
2020-02-22,62
2020-02-23,66
2020-02-24,62
2020-02-25,60
2020-02-26,57
2020-02-27,65
2020-02-28,71
2020-02-29,62
2020-03-01,65
2020-03-02,59
2020-03-03,60
2020-03-04,54
2020-03-05,66
2020-03-06,66
2020-03-07,64
2020-03-08,68
2020-03-09,56
2020-03-10,56
2020-03-11,54
2020-03-12,55
2020-03-13,65
2020-03-14,64
2020-03-15,68
2020-03-16,55
2020-03-17,57
2020-03-18,57
2020-03-19,58
2020-03-20,80
2020-03-21,73
2020-03-22,82
2020-03-23,70
2020-03-24,72
2020-03-25,81
2020-03-26,80
2020-03-27,99
2020-03-28,86
2020-03-29,93
2020-03-30,79
2020-03-31,81
2020-04-01,82
2020-04-02,82
2020-04-03,96
2020-04-04,84
2020-04-05,86
2020-04-06,83
2020-04-07,100
