Categoría: Islam

Día,Geo: Portugal
2019-12-30,54
2019-12-31,60
2020-01-01,40
2020-01-02,66
2020-01-03,64
2020-01-04,74
2020-01-05,69
2020-01-06,97
2020-01-07,80
2020-01-08,87
2020-01-09,94
2020-01-10,62
2020-01-11,66
2020-01-12,77
2020-01-13,90
2020-01-14,72
2020-01-15,80
2020-01-16,80
2020-01-17,72
2020-01-18,53
2020-01-19,67
2020-01-20,52
2020-01-21,60
2020-01-22,85
2020-01-23,73
2020-01-24,80
2020-01-25,68
2020-01-26,75
2020-01-27,91
2020-01-28,68
2020-01-29,72
2020-01-30,76
2020-01-31,61
2020-02-01,64
2020-02-02,62
2020-02-03,67
2020-02-04,64
2020-02-05,69
2020-02-06,79
2020-02-07,100
2020-02-08,62
2020-02-09,53
2020-02-10,65
2020-02-11,72
2020-02-12,73
2020-02-13,47
2020-02-14,52
2020-02-15,60
2020-02-16,68
2020-02-17,67
2020-02-18,64
2020-02-19,74
2020-02-20,62
2020-02-21,69
2020-02-22,67
2020-02-23,60
2020-02-24,60
2020-02-25,58
2020-02-26,86
2020-02-27,78
2020-02-28,75
2020-02-29,58
2020-03-01,65
2020-03-02,78
2020-03-03,70
2020-03-04,68
2020-03-05,78
2020-03-06,64
2020-03-07,62
2020-03-08,68
2020-03-09,66
2020-03-10,67
2020-03-11,48
2020-03-12,61
2020-03-13,79
2020-03-14,67
2020-03-15,55
2020-03-16,56
2020-03-17,70
2020-03-18,63
2020-03-19,66
2020-03-20,56
2020-03-21,60
2020-03-22,66
2020-03-23,66
2020-03-24,64
2020-03-25,63
2020-03-26,64
2020-03-27,68
2020-03-28,82
2020-03-29,79
2020-03-30,72
2020-03-31,60
2020-04-01,71
2020-04-02,63
2020-04-03,61
2020-04-04,72
2020-04-05,71
2020-04-06,60
2020-04-07,93
