date,Religion,isPartial
2018-12-30,75,False
2019-01-06,72,False
2019-01-13,73,False
2019-01-20,64,False
2019-01-27,68,False
2019-02-03,69,False
2019-02-10,72,False
2019-02-17,75,False
2019-02-24,74,False
2019-03-03,73,False
2019-03-10,74,False
2019-03-17,77,False
2019-03-24,70,False
2019-03-31,73,False
2019-04-07,70,False
2019-04-14,85,False
2019-04-21,100,False
2019-04-28,79,False
2019-05-05,85,False
2019-05-12,79,False
2019-05-19,73,False
2019-05-26,72,False
2019-06-02,65,False
2019-06-09,67,False
2019-06-16,61,False
2019-06-23,54,False
2019-06-30,56,False
2019-07-07,61,False
2019-07-14,59,False
2019-07-21,57,False
2019-07-28,54,False
2019-08-04,62,False
2019-08-11,76,False
2019-08-18,62,False
2019-08-25,59,False
2019-09-01,60,False
2019-09-08,65,False
2019-09-15,68,False
2019-09-22,69,False
2019-09-29,80,False
2019-10-06,86,False
2019-10-13,90,False
2019-10-20,74,False
2019-10-27,79,False
2019-11-03,73,False
2019-11-10,73,False
2019-11-17,85,False
2019-11-24,69,False
2019-12-01,70,False
2019-12-08,66,False
2019-12-15,71,False
2019-12-22,88,False
2019-12-29,86,False
2020-01-05,86,False
2020-01-12,79,False
2020-01-19,74,False
2020-01-26,85,False
2020-02-02,90,False
2020-02-09,75,False
2020-02-16,69,False
2020-02-23,71,False
2020-03-01,74,False
2020-03-08,68,False
2020-03-15,68,False
2020-03-22,83,False
2020-03-29,96,False
2020-04-05,90,False
