Categoría: Lugares de culto

Día,Geo: España
2019-12-30,66
2019-12-31,55
2020-01-01,67
2020-01-02,67
2020-01-03,64
2020-01-04,63
2020-01-05,66
2020-01-06,54
2020-01-07,57
2020-01-08,56
2020-01-09,61
2020-01-10,60
2020-01-11,61
2020-01-12,64
2020-01-13,64
2020-01-14,58
2020-01-15,59
2020-01-16,55
2020-01-17,58
2020-01-18,64
2020-01-19,62
2020-01-20,61
2020-01-21,54
2020-01-22,58
2020-01-23,64
2020-01-24,60
2020-01-25,66
2020-01-26,65
2020-01-27,56
2020-01-28,54
2020-01-29,60
2020-01-30,55
2020-01-31,55
2020-02-01,65
2020-02-02,70
2020-02-03,59
2020-02-04,59
2020-02-05,55
2020-02-06,60
2020-02-07,64
2020-02-08,70
2020-02-09,72
2020-02-10,58
2020-02-11,62
2020-02-12,66
2020-02-13,65
2020-02-14,65
2020-02-15,74
2020-02-16,100
2020-02-17,70
2020-02-18,57
2020-02-19,70
2020-02-20,60
2020-02-21,63
2020-02-22,64
2020-02-23,79
2020-02-24,62
2020-02-25,57
2020-02-26,68
2020-02-27,59
2020-02-28,58
2020-02-29,65
2020-03-01,74
2020-03-02,59
2020-03-03,60
2020-03-04,57
2020-03-05,66
2020-03-06,58
2020-03-07,63
2020-03-08,70
2020-03-09,57
2020-03-10,49
2020-03-11,44
2020-03-12,45
2020-03-13,42
2020-03-14,47
2020-03-15,44
2020-03-16,40
2020-03-17,46
2020-03-18,38
2020-03-19,40
2020-03-20,46
2020-03-21,46
2020-03-22,49
2020-03-23,55
2020-03-24,56
2020-03-25,48
2020-03-26,54
2020-03-27,57
2020-03-28,51
2020-03-29,52
2020-03-30,49
2020-03-31,48
2020-04-01,49
2020-04-02,44
2020-04-03,49
2020-04-04,50
2020-04-05,66
2020-04-06,67
2020-04-07,69
