Categoría: Escépticos y no creyentes

Día,Geo: España
2019-12-30,57
2019-12-31,51
2020-01-01,54
2020-01-02,55
2020-01-03,58
2020-01-04,59
2020-01-05,62
2020-01-06,56
2020-01-07,56
2020-01-08,69
2020-01-09,64
2020-01-10,61
2020-01-11,58
2020-01-12,67
2020-01-13,72
2020-01-14,66
2020-01-15,64
2020-01-16,71
2020-01-17,69
2020-01-18,66
2020-01-19,67
2020-01-20,69
2020-01-21,73
2020-01-22,78
2020-01-23,71
2020-01-24,64
2020-01-25,61
2020-01-26,82
2020-01-27,75
2020-01-28,73
2020-01-29,63
2020-01-30,65
2020-01-31,63
2020-02-01,62
2020-02-02,73
2020-02-03,72
2020-02-04,85
2020-02-05,73
2020-02-06,71
2020-02-07,67
2020-02-08,65
2020-02-09,61
2020-02-10,69
2020-02-11,77
2020-02-12,78
2020-02-13,71
2020-02-14,66
2020-02-15,59
2020-02-16,72
2020-02-17,72
2020-02-18,74
2020-02-19,70
2020-02-20,73
2020-02-21,63
2020-02-22,58
2020-02-23,66
2020-02-24,71
2020-02-25,69
2020-02-26,70
2020-02-27,70
2020-02-28,64
2020-02-29,58
2020-03-01,68
2020-03-02,70
2020-03-03,78
2020-03-04,78
2020-03-05,78
2020-03-06,72
2020-03-07,63
2020-03-08,78
2020-03-09,75
2020-03-10,67
2020-03-11,65
2020-03-12,63
2020-03-13,62
2020-03-14,57
2020-03-15,62
2020-03-16,78
2020-03-17,84
2020-03-18,84
2020-03-19,81
2020-03-20,89
2020-03-21,73
2020-03-22,81
2020-03-23,100
2020-03-24,88
2020-03-25,82
2020-03-26,96
2020-03-27,86
2020-03-28,85
2020-03-29,94
2020-03-30,92
2020-03-31,97
2020-04-01,94
2020-04-02,96
2020-04-03,84
2020-04-04,79
2020-04-05,78
2020-04-06,80
2020-04-07,74
