Categoría: Astrología y predicciones

Día,Geo: Alemania
2019-12-30,68
2019-12-31,83
2020-01-01,100
2020-01-02,78
2020-01-03,68
2020-01-04,66
2020-01-05,77
2020-01-06,71
2020-01-07,62
2020-01-08,62
2020-01-09,61
2020-01-10,65
2020-01-11,65
2020-01-12,72
2020-01-13,66
2020-01-14,58
2020-01-15,60
2020-01-16,60
2020-01-17,58
2020-01-18,57
2020-01-19,64
2020-01-20,60
2020-01-21,56
2020-01-22,56
2020-01-23,59
2020-01-24,59
2020-01-25,71
2020-01-26,66
2020-01-27,61
2020-01-28,53
2020-01-29,56
2020-01-30,55
2020-01-31,56
2020-02-01,58
2020-02-02,62
2020-02-03,58
2020-02-04,52
2020-02-05,53
2020-02-06,54
2020-02-07,53
2020-02-08,53
2020-02-09,58
2020-02-10,57
2020-02-11,57
2020-02-12,54
2020-02-13,54
2020-02-14,50
2020-02-15,55
2020-02-16,66
2020-02-17,60
2020-02-18,54
2020-02-19,54
2020-02-20,52
2020-02-21,50
2020-02-22,50
2020-02-23,60
2020-02-24,52
2020-02-25,52
2020-02-26,53
2020-02-27,50
2020-02-28,45
2020-02-29,53
2020-03-01,59
2020-03-02,49
2020-03-03,51
2020-03-04,48
2020-03-05,48
2020-03-06,49
2020-03-07,47
2020-03-08,56
2020-03-09,54
2020-03-10,53
2020-03-11,50
2020-03-12,46
2020-03-13,43
2020-03-14,45
2020-03-15,47
2020-03-16,43
2020-03-17,40
2020-03-18,44
2020-03-19,45
2020-03-20,46
2020-03-21,53
2020-03-22,54
2020-03-23,50
2020-03-24,52
2020-03-25,52
2020-03-26,52
2020-03-27,50
2020-03-28,55
2020-03-29,60
2020-03-30,52
2020-03-31,51
2020-04-01,53
2020-04-02,51
2020-04-03,50
2020-04-04,50
2020-04-05,49
2020-04-06,50
2020-04-07,51
