date,/m/03bty4x,isPartial
2018-12-30,100,False
2018-12-31,79,False
2019-01-01,85,False
2019-01-02,42,False
2019-01-03,56,False
2019-01-04,65,False
2019-01-05,0,False
2019-01-06,71,False
2019-01-07,57,False
2019-01-08,70,False
2019-01-09,73,False
2019-01-10,64,False
2019-01-11,62,False
2019-01-12,53,False
2019-01-13,0,False
2019-01-14,40,False
2019-01-15,65,False
2019-01-16,49,False
2019-01-17,0,False
2019-01-18,0,False
2019-01-19,64,False
2019-01-20,87,False
2019-01-21,55,False
2019-01-22,47,False
2019-01-23,45,False
2019-01-24,62,False
2019-01-25,63,False
2019-01-26,59,False
2019-01-27,0,False
2019-01-28,66,False
2019-01-29,38,False
2019-01-30,72,False
2019-01-31,65,False
2019-02-01,0,False
2019-02-02,69,False
2019-02-03,85,False
2019-02-04,45,False
2019-02-05,54,False
2019-02-06,59,False
2019-02-07,0,False
2019-02-08,64,False
2019-02-09,62,False
2019-02-10,50,False
2019-02-11,64,False
2019-02-12,47,False
2019-02-13,93,False
2019-02-14,79,False
2019-02-15,0,False
2019-02-16,61,False
2019-02-17,57,False
2019-02-18,93,False
2019-02-19,59,False
2019-02-20,63,False
2019-02-21,55,False
2019-02-22,54,False
2019-02-23,68,False
2019-02-24,67,False
2019-02-25,70,False
2019-02-26,0,False
2019-02-27,78,False
2019-02-28,75,False
2019-03-01,56,False
2019-03-02,77,False
2019-03-03,0,False
2019-03-04,0,False
2019-03-05,0,False
2019-03-06,53,False
2019-03-07,0,False
2019-03-08,59,False
2019-03-09,67,False
2019-03-10,58,False
2019-03-11,62,False
2019-03-12,50,False
2019-03-13,65,False
2019-03-14,68,False
2019-03-15,0,False
2019-03-16,76,False
2019-03-17,86,False
2019-03-18,67,False
2019-03-19,65,False
2019-03-20,49,False
2019-03-21,41,False
2019-03-22,59,False
2019-03-23,58,False
2019-03-24,57,False
2019-03-25,55,False
2019-03-26,55,False
2019-03-27,84,False
2019-03-28,0,False
2019-03-29,0,False
2019-03-30,57,False
2019-03-31,0,False
2019-04-01,74,False
2019-04-02,0,False
2019-04-03,52,False
2019-04-04,56,False
2019-04-05,45,False
2019-04-06,59,False
2019-04-07,0,False
2019-04-08,0,False
2019-04-09,69,False
2019-04-10,79,False
