date,/m/03bty4x,isPartial
2018-12-30,0,False
2019-01-06,0,False
2019-01-13,0,False
2019-01-20,0,False
2019-01-27,0,False
2019-02-03,0,False
2019-02-10,0,False
2019-02-17,100,False
2019-02-24,0,False
2019-03-03,0,False
2019-03-10,0,False
2019-03-17,65,False
2019-03-24,0,False
2019-03-31,0,False
2019-04-07,0,False
2019-04-14,0,False
2019-04-21,0,False
2019-04-28,0,False
2019-05-05,0,False
2019-05-12,0,False
2019-05-19,0,False
2019-05-26,0,False
2019-06-02,0,False
2019-06-09,83,False
2019-06-16,0,False
2019-06-23,0,False
2019-06-30,0,False
2019-07-07,0,False
2019-07-14,62,False
2019-07-21,0,False
2019-07-28,0,False
2019-08-04,75,False
2019-08-11,0,False
2019-08-18,0,False
2019-08-25,0,False
2019-09-01,0,False
2019-09-08,0,False
2019-09-15,0,False
2019-09-22,0,False
2019-09-29,0,False
2019-10-06,0,False
2019-10-13,0,False
2019-10-20,68,False
2019-10-27,60,False
2019-11-03,0,False
2019-11-10,0,False
2019-11-17,81,False
2019-11-24,0,False
2019-12-01,0,False
2019-12-08,92,False
2019-12-15,66,False
2019-12-22,0,False
2019-12-29,0,False
2020-01-05,50,False
2020-01-12,0,False
2020-01-19,55,False
2020-01-26,0,False
2020-02-02,49,False
2020-02-09,62,False
2020-02-16,82,False
2020-02-23,0,False
2020-03-01,0,False
2020-03-08,0,False
2020-03-15,0,False
2020-03-22,91,False
2020-03-29,60,False
2020-04-05,0,False
