Categoría: Autoayuda y motivación

Día,Geo: Alemania
2019-12-30,60
2019-12-31,48
2020-01-01,52
2020-01-02,64
2020-01-03,61
2020-01-04,57
2020-01-05,63
2020-01-06,63
2020-01-07,63
2020-01-08,60
2020-01-09,62
2020-01-10,61
2020-01-11,57
2020-01-12,64
2020-01-13,62
2020-01-14,62
2020-01-15,58
2020-01-16,62
2020-01-17,65
2020-01-18,60
2020-01-19,100
2020-01-20,72
2020-01-21,62
2020-01-22,59
2020-01-23,62
2020-01-24,63
2020-01-25,61
2020-01-26,64
2020-01-27,63
2020-01-28,66
2020-01-29,64
2020-01-30,58
2020-01-31,61
2020-02-01,58
2020-02-02,65
2020-02-03,59
2020-02-04,66
2020-02-05,62
2020-02-06,62
2020-02-07,66
2020-02-08,59
2020-02-09,69
2020-02-10,65
2020-02-11,65
2020-02-12,66
2020-02-13,60
2020-02-14,60
2020-02-15,58
2020-02-16,63
2020-02-17,64
2020-02-18,61
2020-02-19,60
2020-02-20,55
2020-02-21,60
2020-02-22,56
2020-02-23,59
2020-02-24,61
2020-02-25,62
2020-02-26,57
2020-02-27,57
2020-02-28,58
2020-02-29,59
2020-03-01,59
2020-03-02,61
2020-03-03,59
2020-03-04,63
2020-03-05,62
2020-03-06,64
2020-03-07,55
2020-03-08,60
2020-03-09,63
2020-03-10,60
2020-03-11,56
2020-03-12,53
2020-03-13,61
2020-03-14,55
2020-03-15,55
2020-03-16,61
2020-03-17,59
2020-03-18,57
2020-03-19,57
2020-03-20,61
2020-03-21,56
2020-03-22,58
2020-03-23,60
2020-03-24,58
2020-03-25,61
2020-03-26,63
2020-03-27,58
2020-03-28,51
2020-03-29,60
2020-03-30,59
2020-03-31,55
2020-04-01,54
2020-04-02,58
2020-04-03,55
2020-04-04,82
2020-04-05,50
2020-04-06,55
2020-04-07,56
