Categoría: Espiritualidad

Día,Geo: Bélgica
2019-12-30,85
2019-12-31,61
2020-01-01,99
2020-01-02,88
2020-01-03,77
2020-01-04,75
2020-01-05,89
2020-01-06,79
2020-01-07,79
2020-01-08,87
2020-01-09,91
2020-01-10,90
2020-01-11,81
2020-01-12,79
2020-01-13,80
2020-01-14,82
2020-01-15,96
2020-01-16,79
2020-01-17,81
2020-01-18,71
2020-01-19,75
2020-01-20,75
2020-01-21,81
2020-01-22,92
2020-01-23,85
2020-01-24,72
2020-01-25,81
2020-01-26,96
2020-01-27,87
2020-01-28,89
2020-01-29,86
2020-01-30,69
2020-01-31,85
2020-02-01,93
2020-02-02,88
2020-02-03,85
2020-02-04,91
2020-02-05,76
2020-02-06,78
2020-02-07,86
2020-02-08,79
2020-02-09,93
2020-02-10,84
2020-02-11,79
2020-02-12,79
2020-02-13,75
2020-02-14,81
2020-02-15,79
2020-02-16,83
2020-02-17,75
2020-02-18,95
2020-02-19,75
2020-02-20,78
2020-02-21,75
2020-02-22,90
2020-02-23,99
2020-02-24,86
2020-02-25,91
2020-02-26,75
2020-02-27,68
2020-02-28,57
2020-02-29,81
2020-03-01,86
2020-03-02,90
2020-03-03,64
2020-03-04,87
2020-03-05,80
2020-03-06,72
2020-03-07,73
2020-03-08,100
2020-03-09,83
2020-03-10,75
2020-03-11,74
2020-03-12,61
2020-03-13,58
2020-03-14,71
2020-03-15,65
2020-03-16,50
2020-03-17,63
2020-03-18,68
2020-03-19,69
2020-03-20,77
2020-03-21,88
2020-03-22,78
2020-03-23,72
2020-03-24,76
2020-03-25,75
2020-03-26,80
2020-03-27,81
2020-03-28,81
2020-03-29,96
2020-03-30,83
2020-03-31,85
2020-04-01,77
2020-04-02,79
2020-04-03,80
2020-04-04,78
2020-04-05,74
2020-04-06,74
2020-04-07,70
