Categoría: Espiritualidad

Día,Geo: Francia
2019-12-30,78
2019-12-31,68
2020-01-01,74
2020-01-02,79
2020-01-03,77
2020-01-04,90
2020-01-05,94
2020-01-06,75
2020-01-07,79
2020-01-08,71
2020-01-09,72
2020-01-10,77
2020-01-11,73
2020-01-12,85
2020-01-13,70
2020-01-14,69
2020-01-15,69
2020-01-16,70
2020-01-17,73
2020-01-18,75
2020-01-19,97
2020-01-20,68
2020-01-21,70
2020-01-22,78
2020-01-23,67
2020-01-24,72
2020-01-25,80
2020-01-26,86
2020-01-27,77
2020-01-28,62
2020-01-29,71
2020-01-30,68
2020-01-31,70
2020-02-01,77
2020-02-02,81
2020-02-03,73
2020-02-04,79
2020-02-05,67
2020-02-06,73
2020-02-07,72
2020-02-08,80
2020-02-09,81
2020-02-10,79
2020-02-11,72
2020-02-12,72
2020-02-13,73
2020-02-14,68
2020-02-15,70
2020-02-16,79
2020-02-17,83
2020-02-18,69
2020-02-19,79
2020-02-20,77
2020-02-21,74
2020-02-22,70
2020-02-23,83
2020-02-24,71
2020-02-25,68
2020-02-26,76
2020-02-27,64
2020-02-28,72
2020-02-29,78
2020-03-01,86
2020-03-02,69
2020-03-03,68
2020-03-04,86
2020-03-05,72
2020-03-06,81
2020-03-07,74
2020-03-08,75
2020-03-09,74
2020-03-10,69
2020-03-11,71
2020-03-12,67
2020-03-13,55
2020-03-14,73
2020-03-15,67
2020-03-16,61
2020-03-17,64
2020-03-18,66
2020-03-19,69
2020-03-20,76
2020-03-21,81
2020-03-22,92
2020-03-23,80
2020-03-24,70
2020-03-25,74
2020-03-26,78
2020-03-27,77
2020-03-28,88
2020-03-29,100
2020-03-30,80
2020-03-31,77
2020-04-01,82
2020-04-02,75
2020-04-03,84
2020-04-04,94
2020-04-05,87
2020-04-06,79
2020-04-07,77
