Categoría: Espiritualidad

Día,Geo: Italia
2019-12-30,55
2019-12-31,47
2020-01-01,45
2020-01-02,53
2020-01-03,45
2020-01-04,65
2020-01-05,64
2020-01-06,53
2020-01-07,56
2020-01-08,59
2020-01-09,55
2020-01-10,59
2020-01-11,50
2020-01-12,63
2020-01-13,60
2020-01-14,62
2020-01-15,58
2020-01-16,56
2020-01-17,55
2020-01-18,60
2020-01-19,54
2020-01-20,56
2020-01-21,61
2020-01-22,59
2020-01-23,55
2020-01-24,50
2020-01-25,57
2020-01-26,50
2020-01-27,57
2020-01-28,52
2020-01-29,54
2020-01-30,64
2020-01-31,58
2020-02-01,52
2020-02-02,58
2020-02-03,55
2020-02-04,53
2020-02-05,52
2020-02-06,55
2020-02-07,53
2020-02-08,49
2020-02-09,48
2020-02-10,55
2020-02-11,59
2020-02-12,54
2020-02-13,46
2020-02-14,47
2020-02-15,53
2020-02-16,54
2020-02-17,60
2020-02-18,52
2020-02-19,56
2020-02-20,54
2020-02-21,51
2020-02-22,54
2020-02-23,62
2020-02-24,63
2020-02-25,66
2020-02-26,68
2020-02-27,57
2020-02-28,52
2020-02-29,60
2020-03-01,56
2020-03-02,58
2020-03-03,62
2020-03-04,74
2020-03-05,62
2020-03-06,57
2020-03-07,59
2020-03-08,58
2020-03-09,63
2020-03-10,64
2020-03-11,56
2020-03-12,58
2020-03-13,56
2020-03-14,68
2020-03-15,75
2020-03-16,65
2020-03-17,64
2020-03-18,71
2020-03-19,100
2020-03-20,69
2020-03-21,72
2020-03-22,73
2020-03-23,66
2020-03-24,76
2020-03-25,71
2020-03-26,85
2020-03-27,74
2020-03-28,72
2020-03-29,72
2020-03-30,59
2020-03-31,59
2020-04-01,66
2020-04-02,63
2020-04-03,60
2020-04-04,73
2020-04-05,82
2020-04-06,79
2020-04-07,69
