Categoría: Espiritualidad

Día,Geo: Suiza
2019-12-30,81
2019-12-31,64
2020-01-01,93
2020-01-02,62
2020-01-03,77
2020-01-04,90
2020-01-05,80
2020-01-06,60
2020-01-07,71
2020-01-08,60
2020-01-09,92
2020-01-10,80
2020-01-11,67
2020-01-12,75
2020-01-13,72
2020-01-14,70
2020-01-15,69
2020-01-16,71
2020-01-17,60
2020-01-18,61
2020-01-19,76
2020-01-20,74
2020-01-21,76
2020-01-22,76
2020-01-23,85
2020-01-24,71
2020-01-25,70
2020-01-26,93
2020-01-27,62
2020-01-28,81
2020-01-29,84
2020-01-30,72
2020-01-31,70
2020-02-01,72
2020-02-02,93
2020-02-03,85
2020-02-04,87
2020-02-05,71
2020-02-06,70
2020-02-07,78
2020-02-08,74
2020-02-09,72
2020-02-10,81
2020-02-11,82
2020-02-12,65
2020-02-13,78
2020-02-14,86
2020-02-15,74
2020-02-16,72
2020-02-17,89
2020-02-18,77
2020-02-19,71
2020-02-20,70
2020-02-21,69
2020-02-22,64
2020-02-23,80
2020-02-24,82
2020-02-25,71
2020-02-26,84
2020-02-27,72
2020-02-28,56
2020-02-29,58
2020-03-01,65
2020-03-02,82
2020-03-03,73
2020-03-04,70
2020-03-05,64
2020-03-06,80
2020-03-07,66
2020-03-08,68
2020-03-09,79
2020-03-10,62
2020-03-11,73
2020-03-12,72
2020-03-13,44
2020-03-14,71
2020-03-15,58
2020-03-16,54
2020-03-17,58
2020-03-18,53
2020-03-19,73
2020-03-20,65
2020-03-21,80
2020-03-22,100
2020-03-23,88
2020-03-24,73
2020-03-25,65
2020-03-26,68
2020-03-27,72
2020-03-28,75
2020-03-29,93
2020-03-30,96
2020-03-31,63
2020-04-01,80
2020-04-02,65
2020-04-03,68
2020-04-04,80
2020-04-05,77
2020-04-06,84
2020-04-07,71
