Categoría: Cientología

Día,Geo: Irlanda
2019-12-30,96
2019-12-31,95
2020-01-01,69
2020-01-02,100
2020-01-03,51
2020-01-04,62
2020-01-05,0
2020-01-06,58
2020-01-07,0
2020-01-08,70
2020-01-09,66
2020-01-10,64
2020-01-11,0
2020-01-12,84
2020-01-13,54
2020-01-14,51
2020-01-15,44
2020-01-16,53
2020-01-17,46
2020-01-18,75
2020-01-19,91
2020-01-20,56
2020-01-21,51
2020-01-22,68
2020-01-23,48
2020-01-24,63
2020-01-25,61
2020-01-26,83
2020-01-27,39
2020-01-28,41
2020-01-29,51
2020-01-30,0
2020-01-31,45
2020-02-01,0
2020-02-02,0
2020-02-03,46
2020-02-04,0
2020-02-05,61
2020-02-06,0
2020-02-07,0
2020-02-08,45
2020-02-09,60
2020-02-10,64
2020-02-11,67
2020-02-12,50
2020-02-13,39
2020-02-14,51
2020-02-15,89
2020-02-16,0
2020-02-17,47
2020-02-18,50
2020-02-19,37
2020-02-20,0
2020-02-21,42
2020-02-22,0
2020-02-23,47
2020-02-24,47
2020-02-25,74
2020-02-26,0
2020-02-27,0
2020-02-28,49
2020-02-29,45
2020-03-01,64
2020-03-02,42
2020-03-03,46
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,59
2020-03-08,44
2020-03-09,0
2020-03-10,57
2020-03-11,0
2020-03-12,43
2020-03-13,45
2020-03-14,60
2020-03-15,41
2020-03-16,0
2020-03-17,55
2020-03-18,45
2020-03-19,39
2020-03-20,53
2020-03-21,46
2020-03-22,41
2020-03-23,46
2020-03-24,0
2020-03-25,0
2020-03-26,0
2020-03-27,0
2020-03-28,0
2020-03-29,0
2020-03-30,0
2020-03-31,0
2020-04-01,0
2020-04-02,46
2020-04-03,0
2020-04-04,0
2020-04-05,65
2020-04-06,35
2020-04-07,47
